Item Name,Sale Price,Discount,Free Shipping,Total reviews
Date Bracelet | Anniversary Date Bracelet | Birthday Bracelet | Beaded Number Bracelet | Personalized Name Bracelet | Truebirdco,15.00,No discount,X,587
"Paper Clip Bracelet, 18K Gold Plated Stainless Steel, Waterproof Thick Panther Link Chain Bracelet, Vintage Style Jewelry Gift for Women",39.99,(20% off),O,3.5k
"Sacred Geometry Metatron's Cube ""Watches"" bracelet macrame, Meditation Watch,  here and now reminder, digital detox tool",95.00,No discount,O,127
"Cuban Chain Anklet, Curb Chain Anklet, Gold Chain Anklet, Thick Chain Anklet, Chunky Chain Anklet, Statement Anklet, Trendy, 3mm 6mm 8mm",16.19,(40% off),X,10.6k
"Gemstone Bangle,Stacking Bangles,Lapis Lazuli Bangle, Cuff Bracelet,Ethnic Bracelets,Moonstone Bracelet,Birthstone Bracelet JB106",135.44,No discount,X,1.3k
Natural Genuine Uncut Diamond & Real Ruby Studded Lion Design Unisex Silver Openable Bangle Bracelet|Uncut Diamond Polki Chunky Lion Bangle,840.00,(30% off),O,227
"Wide beaded cuff bracelet, miyuki beaded woven bracelet, 24k fine gold-plated bracelet, Aztec bracelet",62.54,No discount,O,17
Personalized Grandma Bangle - Gift for Grandma Grandmother - Bangle with Names and Birthstones - Grandma Bangle Bracelet - Grandmother gift,13.94,No discount,X,1.7k
"Silver Leaf Cuff Brass, Leaf Cuff, Silver Cuff, Silver Bracelet, Floral Silver Bangle, Metal Bangle, Metal Bracelet, Leaf Bracelet, Big Cuff",268.00,No discount,X,1.4k
Personalized Mens Bracelet / Gift for Husband / Boyfriend Gift for Men / Festival Accessories Homme / Red Brown / Cotton / Necklush,35.00,No discount,O,4.6k
Ubahn industrial warehouse chain link bracelet in steel | grunge industrial modern stainless steel mens bracelet adjustable hand made punk,33.00,No discount,X,1.3k
Catskill Mountains Upstate New York Map Cuff Bracelet Upstate Gift for Men or Women,31.50,No discount,X,3.6k
"Couple Bracelets, Bracelet Set for Couple for Summer, Canary Diffuser Bracelets, Ocean Style Bracelets, His and Her bracelets, essential oil",26.44,(25% off),O,237
"Khaki Green Leather Bracelet, Wide Metallic Leather Cuff, Thick Unisex Jewelry with Silver Belt Buckle, Versatile Stacking Up-cycled Bangle",27.29,No discount,X,386
Schenectady New York Map Cuff Bracelet Unique Hometown Gift,31.50,No discount,X,3.6k
"Personalized Liberty Bracelet Mitsi Parma Cord, Women's Bracelet, Mom Gift, Mother-Daughter Bracelet, Valentine's Day Gift",16.49,No discount,X,16.9k
red bracelet polaris pearls handmade,27.29,No discount,X,1.5k
"Zodiac Flower Gift Box, Amethyst Bracelet, Magical Amulet, Amethyst Crystal Box, Personalized Gift, Friend Gift",28.80,(10% off),O,1k
Chain bracelet with charm,28.43,No discount,X,613
"Brick Red Lava Bracelet Set, Black lava and Brick Red Jasper Stone, Bracelet set of 2, Diffuser bracelet Set, Black and Brick red Bracelets,",28.99,(25% off),O,237
"Tiny Pearl Bracelet, Dainty Real Pearl Bracelet, Beaded Mini Pearl Bracelet, Minimalist 18k Gold Bracelet, Gift for Her, Bridesmaid Bracelet",47.00,No discount,O,22
DENMARK dainty Bracelet in 14k Gold-Filled,68.22,No discount,O,751
Sterling Silver Mimi Bracelet Unique Gift for Mom Grandma Grandmother Mother in Law Mothers Day Gift Idea Mother's Day Bangle Charm Bracelet,39.95,(10% off),O,23.6k
Sacred Scarab Cuff,69.00,No discount,O,367
Bracelet with balls - Protection bracelet - Delicate Bracelet - Minimalist - Handmade Jewelry - Personalized Gifts - Gift for her - Gifts,19.10,(20% off),X,2.6k
"Amethyst Bracelet, February Birthstone, Birthday Gift for Her, Unique Handmade Jewelry, Amethyst Jewelry",32.25,(25% off),X,41.4k
Duo Bead Chain Anklet • Delicate Anklet • Fine Beaded Chain Anklet • Summer Jewelry • Perfect Gift for Her • BR016,28.70,(30% off),O,570.3k
Rolo Chain Anklet Gold | Delicate Ankle Bracelet Flattened Rolo Chain 18K Gold Plated Stainless Steel,29.05,(5% off),X,13.9k
White Garden Rose Dried Floral Corsage/ Wedding Flowers/ Dried Flowers,35.00,No discount,O,4.3k
Solid Gold Bezel Set 1 CT Birthstone Bracelet / Personalized Family Bracelet / Multi-stone Bracelet / Custom Made Birthstone Gifts for Women,136.80,(20% off),O,1.4k
"Green Bracelet, Bridesmaids Green Bracelets, Fern Green Crystal Cuff Bracelet, Lime Green Crystal Bracelet, Green Crystal Cuff Bracelet",51.20,(20% off),O,16.2k
"Stunning Box Chunky Chain Bracelet, 18k Gold Plated, Stacking Style and Adjustable Slider Closure, Waterproof & Tarnish-Free, Gift For Her",27.83,(25% off),O,206
"Khaleesi Bohemian Bridal Anklet, Beach Wedding Anklet, Bridal Pearl Anklets, Ankle Bracelet, Bridal Foot Jewelry, Boho Wedding Anklets",94.95,No discount,X,170
"Kid's bracelet, child's inspirational bracelet, cuff bracelet for kids, fabric bracelet, Pink and Gray BRAVE Kid's Blessing Band©",18.00,No discount,X,76
"Rose Gold Wedding bracelet, Cubic zirconia bracelet, Bridal jewelry, Rose gold bracelet, Cuff bracelet, CZ Wedding jewelry, Gift for Bride",65.50,No discount,O,6.2k
"14k Gold Hinged Bracelet, 4.2mm Bangle Bracelet, Cuff Bracelet, Oval Bangle, Engraved Bracelet, Custom Bangle, Valentines Gift, Gift for Her",639.57,(25% off),O,68
Macrame Keychain Wristlet Custom Key Chains Bridesmaid Gifts Hands Free Keychain Wrist Band 30 Colors Of Recycled Cotton Cord,13.64,No discount,X,963
"Real 14k Gold Paperclip Chain Bracelet, Solid 14K Gold Paperclip Chain Bracelet, Staple Chain, Dainty Gold Chain, Oval Link Chain Bracelet",139.30,(30% off),O,20
Pair of Grandmother Granddaughter Keyrings In Giftbox | Birthday Gift | Mothers Day Gift | Best Friend Gift | Mother Daughter Keyrings,10.58,No discount,X,31k
Birthstone ring initial charm bracelet,38.51,No discount,O,2.3k
"Padparadscha Sapphire Bracelet with Black Spinel, Skinny Pink Orange Red Beaded Stacking Bracelet, Sterling Silver Rose Gold Filled",75.00,No discount,O,7.1k
"Dorika Charm Necklace, 14K Gold Dorika Ball Necklace, Multi Color Dorika Ball Necklace, Diamond Cut Ball, Valentine's Day Gift, Gift For Her",967.50,(25% off),O,118
Boho Hippie Pendant - Copper Wire Wrapped Bead Drop Dangle - Fabric Textile Bead - charm beads - art beads - jewelry making supplies,20.06,No discount,X,2.4k
Gold Bracelet • Wedding Bracelet • Gold Bridal Bracelet • Gold CZ Wedding Bracelet • CZ Wedding Bracelet • Fashion Bracelet • 4912,23.20,(20% off),X,30.4k
"Round Box Chain Bracelet for Men, Mens Stainless Steel Chain Bracelet, Modern Chain Bracelet for Men, Box chain Bracelet for men, Eian Brace",37.05,(5% off),O,285
Neutral bead keychain • bracelet • hands free wristlet • silicone,16.26,No discount,X,200
"LIZZIE Multistrand Seed Pearl Bracelet, Gold Cultured Pearl Bracelet, Small Dainty Pearl Bracelet, Freshwater Pearl Jewelry, Gift for Her",30.90,(30% off),O,4.4k
"Thin Rose Gold Mobius Bracelet, Minimalist Promise Bangles For Women, Mobius Ring, Thin Mobius Bangle, Promise Bracelets Women| Unity Bangle",76.49,(15% off),O,311
"Sparkle Chain Charm Bracelet • Gemstone Charm: Sunstone, Emerald, or Amazonite • 14K Gold Filled • 7 Inches Adjustable • Handmade",35.00,No discount,X,25
Thin silver twisted cuff bracelet handmade MARGOT,36.95,(35% off),X,7
Paperclip Chain Bracelet - Rectangle Link Bracelet - Thick Chain Bracelet - Chunky Chain Bracelet - Bold Chain Bracelet - 14K Gold Filled,72.03,(40% off),O,8k
"pineapple bracelet. beaded beach bracelet, white synthetic turquoise bracelet.",15.10,No discount,O,124
Personalised birthstone and freshwater pearl bracelet,30.81,(20% off),X,14.1k
Pave Diamond Evil Eye Charm Bracelet by NecklaceDreamWorld | 14K Diamond Third Eye Bracelet | Protection Bracelet,18.59,(40% off),O,36.4k
"Toro Wood Bead Bracelet, Handmade bracelet, Adjustable bracelet, Surfer bracelet, Beach bracelet, Man bracelet, Boho, Pineapple Island",5.84,(20% off),X,18k
"Shell bracelet for the ankle, Oversized shells and clam anklet, boho bridal jewelry, summer beach wedding jewelry, shell charm anklet",55.71,No discount,X,985
Gold Pearl Anklet Freshwater Pearl Ankle Bracelet Dainty Anklet Beach Anklet White Pearl Anklet Bridal Anklet Pearl Jewelry Gold Anklet,40.80,(20% off),O,90k
Rope Chain Anklet Gold Plated | Ankle Bracelet Delicate Twisted Rope Chain Stainless Steel Jewellery,25.01,(5% off),X,13.9k
"Emerald & Baby's breath Bracelet | Handmade gold plated women jewelry, crystal gemstone beads, Valentine's day gift for her jewelry",63.10,No discount,O,188
"myjori surfer wood bracelet forest, sailing rope, bracelet with engraving",28.43,No discount,X,2.3k
"Garnet Red Bracelet, January Birthstone, Garnet Jewelry, Gift for Her",60.00,No discount,O,564
"Leather Bracelet For Women, Cuff, Handmade, Black Leather, Custom, Gifts for her, Antique Brass, Boho",31.45,(10% off),O,1.9k
14k Gold Diamond Pave Evil Eye Bracelet for Women | 14k Solid Gold | Adjustable Evil Eye Gold | Gift for Her | 0.08ctw Diamonds Bracelet,191.10,(30% off),O,507
"SHORE BRACELET | Waves Bracelet, Handmade Bangle",56.00,No discount,O,836
"Light Green Chrysoprase Gemstone Bracelet, Gift for BFF Friendship Bracelets, Gold Stacking Adjustable Bracelet Tiny Chip Stone Beads, Boho",27.20,(20% off),X,78.5k
13mm Moon Beads - Man In The Moon Beads - Solstice Beads - Czech Glass Beads - Moon face Beads - Choose Amount,4.75,No discount,X,59k
"Black Herkimer Diamond Bracelet, Raw Crystal Bracelet, Gold Statement Chunky Link Chain, Natural April Birthstone, Rough Raw Stones",33.56,(20% off),X,78.5k
"Timeless Elegance, 18k Gold Plated Thin Chain Bracelet with Vintage Style Fan Charm, Waterproof and Tarnish Free, Perfect Gift For Her",27.83,(25% off),O,206
"Abstract Bracelet Ring Set, Silver Adjustable Silver Chunky Bangle, Gold Boho Style Jewelry, Gift for mum,",17.06,(25% off),X,2.3k
"Citrine & Sunstone Bracelet, Beaded Citrine Ombre Jewelry, Yellow Gemstone Stacking Bracelet, Multi Gemstone, Sunstone Jewelry",58.00,No discount,O,7.1k
"Edgy silver cuff bracelet handmade of rectangular silver wire and embellished with seven flattened silver balls - ""Union Cuff""",95.00,No discount,X,11.7k
"Genuine Baroque Pearl Toggle Bracelet,Statement Bracelet,Sterling Silver Bracelet,Gift for Bride,Handmade Bracelet,Unique Gift",43.12,No discount,O,1.6k
Personalised Silver Birthstone Charm Bracelet,47.80,(20% off),X,14.1k
Pittsburgh Pennsylvania Map Cuff Bracelet Custom Hometown City Gift for Men or Women,31.50,No discount,X,3.6k
"Black Leather Bracelet, Wide Cuff Bracelet, Wide Leather Cuff, Leather Wristband, Statement Bracelet, Gift For Her",99.00,No discount,O,174
"Delicate Pyrite Bracelet with Zambian Emerald, Skinny Pyrite Beaded Stacking Bracelet, Sterling Silver or Rose Gold Fill, Pyrite Jewelry",52.00,No discount,O,7.1k
HORN MOON bracelet,363.84,No discount,X,1
Wrap leather bracelet - customizable bracelet with circuit board beads (resin covered),25.92,No discount,X,2.7k
"Nudo KNOT ACRYLIC RING, Acrylic Ring, Knot Ring, Lucite Ring, Colorful Ring, Candy Ring, Birthday gift, Birthday Ring, Contemporary Ring",33.00,No discount,O,1.5k
Memorial Bangle - Engraved bangle - Handwriting Bracelet - Signature Bangle - Handwritten Bangle - Mother gift - Graduation Gift,34.50,(25% off),O,7.8k
"Boutique Pastel Shell Bracelet, mermaid bracelet, shell bracelet,  kids bracelets, pink bracelet for kids, kids jewelry",5.99,No discount,X,2.1k
November Birthstone and Bar Personalised Bracelet • Citrine Birthstone • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15.6k
Delicate Charm Bracelet For Women Gold Evil Eye,24.90,No discount,X,1.2k
Miyuki bracelet miyuki beaded bracelet flat beaded bracelet,15.80,No discount,X,154
A Pair of Embroidered Detachable Cuffs with Folk Embroidery,80.00,No discount,O,87
"9x9mm Gold Initial Letter Beads, Alphabet Beads, Initial Beads, Alphabet Blocks Micro Pave Initial Block CharmforBracelet Necklace,BLOCK-004",4.99,No discount,X,68.2k
"4th of July Bracelet, 4th of July Anklet, July 4th Stars Bracelet, Star Bracelet, Star Anklet (many colors of thread to choose)",9.75,No discount,X,7.1k
Vintage 1970s RARE Kim Naver for George Jensen Modernist bracelet Design 250,"5,000.00",No discount,O,2.5k
"Chunky Silver and Amber Bracelet, Square Amber Stone Bracelet, Bold Square Bracelet, Cognac Amber Bracelet, Large Orange Amber Bracelet Gift",376.23,No discount,X,1.8k
7 Chakra Bracelet Pride Bracelet Rainbow Bracelet Multicolor Bracelet,34.50,No discount,X,2k
"Gold Bracelet Chain, Layering Chain Bracelet, Gold Chain Bracelet, Figaro Chain Bracelet, Waterproof Jewelry, Gift for Her,",17.25,(25% off),X,26.8k
Gold Leaf Bracelet Cuff Adjustable ~ 18k Gold Cuff Bracelet ~ Brass Handmade jewelry ~ Statement bracelet ~ Wedding bracelet ~ Gift for her,43.80,(40% off),O,107
"Round freshwater pearl bracelet, gold-filled · Gift for her · Collection Riviera",43.21,No discount,X,2.2k
"Chrome Diopside Dainty Gemstone Bracelet, Tiny Green Gemstone Beads, Skinny Stacking Bracelet, Gold Fill or 925 Sterling Silver",99.59,No discount,X,2.2k
Elegant Leather Cuff Bracelet. Luxury Leather Wrist Cuff. Adjustable Open Cuff Bracelet for Women.,51.50,(30% off),X,1
"BRUTALIST Asymmetrical Cuff Bracelet, Antique Silver Statement Chunky Bangle CUff, Modernist Jewelry, Black Friday sale, Christmas gift",20.47,(25% off),X,2.3k
Toggle bracelet Aino in silver,85.16,No discount,X,432
Tribal Solid Silver Bracelet Ethnic Engraved Cuff Boho African style Bracelet- Made In Sterling Silver or White Bronze,79.00,No discount,X,2.7k
Orange and pink seed beads bracelet | Dainty layering bracelet with pearls | Friendship bracelet | Boho birthday gift,17.00,No discount,X,1.6k
"Fine chain bracelet in blackruthenized silver, sustainable bracelet, feminine bracelet, dainty dot bracelet, bridal jewellery",85.16,No discount,X,432
"Paper link necklace, gold necklace, silver necklace, dainty, crystal and stone, Minimalist, handmade jewellery, gift",86.31,No discount,O,592
Khaki bronze macrame friendship bracelet with tiger eye and multicolor glass beads,34.11,No discount,X,1.6k
Personalized Name Corgi 3D Name Cutout Leash Hook Holder | Wood Sign Hanger | Laser Wood Cutout Cut Name | Custom Name Sign,29.99,(50% off),X,107k
Adjustable Quartz Bar Druzy Crystal Bracelet,28.99,No discount,O,1.3k
"Bangle, 585, 750 gold, recycled, handmade, simply chic, gold bangle, bangle, real gold, matt, fine matt, goldsmith, noble","1,506.54",No discount,O,274
"Colorful Crystal Stacking Bracelet, Genuine Gemstones, Everyday Summer Jewelry, Gold Box Chain Adjustable Bolo Bracelet, Turquoise Carnelian",17.00,(50% off),X,78.5k
"Monstera Bracelet, Willow Bracelet, Olive Branch Bracelet, Leaf Bracelet, Foliage Bar Bracelet | 14k Gold Fill, Sterling Silver | GBL_0140",65.00,No discount,O,82.2k
Bridge of the Gods Map Oregon Cuff Bracelet Columbia River Cascade Locks Unique Gift for Men or Women,31.50,No discount,X,3.6k
Baking themed charm bracelet - metal charm bracelet - baking themed jewelry - baking charms - baking gift - kitchen themed gift,18.00,No discount,X,1.5k
"Personalised Genuine Leather Wristband, Men's Wristwear, Leather Wristband for Men with Gift Box, Father's Day Gifts, Brother Gift",55.77,No discount,X,7.8k
"Bachelorette Weekend Hair Ties, Bachelorette Favors, Elastic Wrist Bands/Bracelets, Bachelorette Party Favors, Party Favors",2.97,(15% off),X,6k
Diamond Sapphire Petal Cuff - Montana Sapphire Open Cuff - Sterling and 18k Gold Skinny Leaf Cuff,329.00,No discount,O,2.8k
Flagstaff Arizona Map Bracelet Unique Gift for Men or Women,15.75,(50% off),X,3.6k
"PENTHESILEA Brass Cuff Bracelet, historical Roman or greek",40.00,No discount,O,72
"14k Gold Filled Curb Link Bracelet, Mens Gold Bracelet, Mens Gold Jewelry",56.92,No discount,O,6
KALLALA | Wild light orange ivory peach floral bracelet / For brides and bridesmaids for a boho wedding / Flower bridal hand corsage,65.95,No discount,X,436
Czech Glass Buttons - 2 Hole Buttons - Czech Glass Beads - Wrap Bracelet Button - Picasso Beads - 14mm Button - 4pcs - (A142),2.29,No discount,X,36.9k
El Paso Sterling Silver  Bracelet Porcelain Flowers  Dusty Pink,573.63,No discount,O,897
Gold Plated Stainless Steel Bracelet with white enamel/Classic Design with a Modern Twist/Gift for her/Gold bracelet/Fatima hand,26.56,No discount,X,45
"925 Silver Butterfly Bracelet, Dainty Silver Animal Bracelet, Art Deco Statement Bracelet, Minimalist Bridesmaid Silver Jewelry, Gifts Ideas",223.99,No discount,O,250
"Rose Quartz Bracelet | Men's, Women’s Stretch Bracelet | Gold or Silver Bead | Pink Natural Crystal Hand Made Jewelry",24.50,(30% off),O,3.3k
"LIGHTBLUE KNOT BRACELET, Acrylic Knot Bracelet, Bue Bracelet, Blue Bangle, Acrylic Bracelet, Acrylic Bangle, Baby Blue Bracelet, Blue Gift",48.00,No discount,O,1.5k
"Blue green Turquoise bracelet for women - Sterling silver Bracelet - Seed Beaded bracelet, Delica bead bracelet,  -""Flocon""",43.21,No discount,O,336
"Tiny Fish String Bracelet, 14K 18K Real Gold Red Rope Bracelet, Adjustable Cute Fish Bracelet, Gift For Kids, Best Wishes Bracelet",119.00,No discount,O,85
"angel number ring, synchronicity, numerology, guidance, manifestation, 111, 222, 333, 444, 555, 666, 777, 888, 999, 1111, attraction, gift",35.00,No discount,O,251
Soft Pink Multi Gemstone and Pearl Bracelet in Sterling Silver - 7.5 inches,79.99,No discount,O,1.2k
Color Block Beaded Bangle Set of 10 -  Handmade Jewelry - Unisex Bracelets,30.00,No discount,O,372
August Birthstone Bracelet- Spinel Bracelet- Mom Bracelet- Baby Bracelet- Waterproof- Matching Mommy and Me Bracelet- Gifts for Moms,28.00,No discount,X,76
Round Emerald Turquoise Lagoon Silver-Plated Bangle,46.47,No discount,X,766
Karen Hill Tribe Sterling Silver PAIR Cuffs. Chunky. Gorgeous. 1015,346.99,No discount,X,5.6k
Jules - Black + White | gold filled bead bracelet for women | custom size stretch stacking gemstone black white marble bracelet gift for her,48.00,No discount,X,424
